,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,hour
1291,2011-05-31 19:00:00,2,0,1,1,31.98,37.12,62,7.0015,2011,5,19
1292,2011-05-31 20:00:00,2,0,1,1,31.98,37.12,62,7.0015,2011,5,20
1293,2011-05-31 21:00:00,2,0,1,1,31.16,36.365,66,7.0015,2011,5,21
1294,2011-05-31 22:00:00,2,0,1,1,30.34,34.85,70,11.0014,2011,5,22
1295,2011-05-31 23:00:00,2,0,1,1,29.52,34.85,79,6.0032,2011,5,23
1296,2011-06-20 00:00:00,2,0,1,1,27.06,30.305,83,11.0014,2011,6,0
1297,2011-06-20 01:00:00,2,0,1,1,26.24,28.79,89,6.0032,2011,6,1
1298,2011-06-20 02:00:00,2,0,1,1,26.24,28.79,89,6.0032,2011,6,2
1299,2011-06-20 03:00:00,2,0,1,3,26.24,28.79,89,0.0,2011,6,3
1300,2011-06-20 04:00:00,2,0,1,3,25.42,28.03,88,11.0014,2011,6,4
1301,2011-06-20 05:00:00,2,0,1,3,25.42,28.79,83,8.9981,2011,6,5
1302,2011-06-20 06:00:00,2,0,1,3,24.6,28.79,78,8.9981,2011,6,6
1303,2011-06-20 07:00:00,2,0,1,3,22.96,26.515,88,12.998,2011,6,7
1304,2011-06-20 08:00:00,2,0,1,3,22.96,26.515,83,12.998,2011,6,8
1305,2011-06-20 09:00:00,2,0,1,2,24.6,28.79,78,16.9979,2011,6,9
1306,2011-06-20 10:00:00,2,0,1,2,24.6,28.79,78,16.9979,2011,6,10
1307,2011-06-20 11:00:00,2,0,1,2,24.6,28.79,78,7.0015,2011,6,11
1308,2011-06-20 12:00:00,2,0,1,2,25.42,30.305,69,7.0015,2011,6,12
1309,2011-06-20 13:00:00,2,0,1,1,26.24,30.305,65,7.0015,2011,6,13
1310,2011-06-20 14:00:00,2,0,1,1,27.06,31.06,61,7.0015,2011,6,14
1311,2011-06-20 15:00:00,2,0,1,1,27.06,31.06,61,8.9981,2011,6,15
1312,2011-06-20 16:00:00,2,0,1,1,28.7,32.575,58,11.0014,2011,6,16
1313,2011-06-20 17:00:00,2,0,1,1,28.7,32.575,54,0.0,2011,6,17
1314,2011-06-20 18:00:00,2,0,1,1,28.7,32.575,61,16.9979,2011,6,18
1315,2011-06-20 19:00:00,2,0,1,1,27.06,31.06,65,15.0013,2011,6,19
1316,2011-06-20 20:00:00,2,0,1,1,27.06,31.06,69,15.0013,2011,6,20
1317,2011-06-20 21:00:00,2,0,1,1,26.24,30.305,73,11.0014,2011,6,21
1318,2011-06-20 22:00:00,2,0,1,2,26.24,30.305,73,15.0013,2011,6,22
1319,2011-06-20 23:00:00,2,0,1,1,25.42,29.545,78,16.9979,2011,6,23
1320,2011-06-21 00:00:00,3,0,1,1,25.42,29.545,78,11.0014,2011,6,0
1321,2011-06-21 01:00:00,3,0,1,3,25.42,29.545,78,11.0014,2011,6,1
1322,2011-06-21 02:00:00,3,0,1,3,25.42,28.79,83,11.0014,2011,6,2
1323,2011-06-21 03:00:00,3,0,1,3,25.42,28.79,83,11.0014,2011,6,3
1324,2011-06-21 04:00:00,3,0,1,2,24.6,27.275,88,7.0015,2011,6,4
1325,2011-06-21 05:00:00,3,0,1,2,24.6,27.275,88,8.9981,2011,6,5
1326,2011-06-21 06:00:00,3,0,1,2,24.6,27.275,88,8.9981,2011,6,6
1327,2011-06-21 07:00:00,3,0,1,2,24.6,25.76,94,0.0,2011,6,7
1328,2011-06-21 08:00:00,3,0,1,2,25.42,28.03,88,7.0015,2011,6,8
1329,2011-06-21 09:00:00,3,0,1,2,25.42,28.03,88,16.9979,2011,6,9
1330,2011-06-21 10:00:00,3,0,1,2,26.24,28.79,83,12.998,2011,6,10
1331,2011-06-21 11:00:00,3,0,1,1,27.06,30.305,83,11.0014,2011,6,11
1332,2011-06-21 12:00:00,3,0,1,1,28.7,33.335,74,11.0014,2011,6,12
1333,2011-06-21 13:00:00,3,0,1,1,30.34,34.85,66,11.0014,2011,6,13
1334,2011-06-21 14:00:00,3,0,1,1,31.16,35.605,62,15.0013,2011,6,14
1335,2011-06-21 15:00:00,3,0,1,1,31.98,37.12,59,16.9979,2011,6,15
1336,2011-06-21 16:00:00,3,0,1,1,32.8,38.635,59,15.0013,2011,6,16
1337,2011-06-21 17:00:00,3,0,1,1,31.98,37.88,66,15.0013,2011,6,17
1338,2011-06-21 18:00:00,3,0,1,2,31.16,36.365,70,16.9979,2011,6,18
1339,2011-06-21 19:00:00,3,0,1,2,30.34,35.605,74,15.0013,2011,6,19
1340,2011-06-21 20:00:00,3,0,1,3,30.34,34.85,70,15.0013,2011,6,20
1341,2011-06-21 21:00:00,3,0,1,1,29.52,34.85,74,12.998,2011,6,21
1342,2011-06-21 22:00:00,3,0,1,1,28.7,33.335,79,7.0015,2011,6,22
1343,2011-06-21 23:00:00,3,0,1,1,28.7,33.335,74,7.0015,2011,6,23
1344,2011-06-22 00:00:00,3,0,1,1,27.06,30.305,78,12.998,2011,6,0
1345,2011-06-22 01:00:00,3,0,1,1,27.06,30.305,78,8.9981,2011,6,1
1346,2011-06-22 02:00:00,3,0,1,1,27.06,30.305,78,0.0,2011,6,2
1347,2011-06-22 03:00:00,3,0,1,1,27.06,30.305,78,8.9981,2011,6,3
1348,2011-06-22 04:00:00,3,0,1,1,26.24,28.79,83,0.0,2011,6,4
1349,2011-06-22 05:00:00,3,0,1,1,26.24,28.79,89,0.0,2011,6,5
1350,2011-06-22 06:00:00,3,0,1,1,27.06,30.305,83,0.0,2011,6,6
1351,2011-06-22 07:00:00,3,0,1,1,28.7,33.335,79,0.0,2011,6,7
1352,2011-06-22 08:00:00,3,0,1,1,29.52,34.85,74,7.0015,2011,6,8
1353,2011-06-22 09:00:00,3,0,1,1,29.52,34.85,79,11.0014,2011,6,9
1354,2011-06-22 10:00:00,3,0,1,1,30.34,34.85,70,16.9979,2011,6,10
1355,2011-06-22 11:00:00,3,0,1,1,30.34,34.85,70,11.0014,2011,6,11
1356,2011-06-22 12:00:00,3,0,1,2,32.8,38.635,59,15.0013,2011,6,12
1357,2011-06-22 13:00:00,3,0,1,2,33.62,39.395,56,16.9979,2011,6,13
1358,2011-06-22 14:00:00,3,0,1,2,33.62,38.635,52,19.0012,2011,6,14
1359,2011-06-22 15:00:00,3,0,1,2,33.62,39.395,56,19.0012,2011,6,15
1360,2011-06-22 16:00:00,3,0,1,2,33.62,40.15,59,22.0028,2011,6,16
1361,2011-06-22 17:00:00,3,0,1,2,32.8,37.88,55,26.0027,2011,6,17
1362,2011-06-22 18:00:00,3,0,1,2,32.8,38.635,59,16.9979,2011,6,18
1363,2011-06-22 19:00:00,3,0,1,2,32.8,37.12,52,16.9979,2011,6,19
1364,2011-06-22 20:00:00,3,0,1,1,30.34,35.605,74,8.9981,2011,6,20
1365,2011-06-22 21:00:00,3,0,1,1,30.34,35.605,79,11.0014,2011,6,21
1366,2011-06-22 22:00:00,3,0,1,2,29.52,34.85,79,12.998,2011,6,22
1367,2011-06-22 23:00:00,3,0,1,2,29.52,34.85,79,15.0013,2011,6,23
1368,2011-06-23 00:00:00,3,0,1,1,29.52,34.85,79,15.0013,2011,6,0
1369,2011-06-23 01:00:00,3,0,1,1,29.52,34.85,74,15.0013,2011,6,1
1370,2011-06-23 02:00:00,3,0,1,1,29.52,34.85,74,15.0013,2011,6,2
1371,2011-06-23 03:00:00,3,0,1,2,29.52,34.85,74,11.0014,2011,6,3
1372,2011-06-23 04:00:00,3,0,1,2,28.7,33.335,79,8.9981,2011,6,4
1373,2011-06-23 05:00:00,3,0,1,1,29.52,34.85,74,11.0014,2011,6,5
1374,2011-06-23 06:00:00,3,0,1,1,29.52,34.85,74,11.0014,2011,6,6
1375,2011-06-23 07:00:00,3,0,1,2,29.52,34.85,74,8.9981,2011,6,7
1376,2011-06-23 08:00:00,3,0,1,2,30.34,34.85,70,12.998,2011,6,8
1377,2011-06-23 09:00:00,3,0,1,2,30.34,34.85,70,8.9981,2011,6,9
1378,2011-06-23 10:00:00,3,0,1,2,31.16,36.365,66,8.9981,2011,6,10
1379,2011-06-23 11:00:00,3,0,1,3,31.16,36.365,66,16.9979,2011,6,11
1380,2011-06-23 12:00:00,3,0,1,2,31.16,36.365,66,19.0012,2011,6,12
1381,2011-06-23 13:00:00,3,0,1,2,31.16,35.605,62,19.0012,2011,6,13
1382,2011-06-23 14:00:00,3,0,1,2,31.16,36.365,66,19.9995,2011,6,14
1383,2011-06-23 15:00:00,3,0,1,2,31.16,34.85,52,23.9994,2011,6,15
1384,2011-06-23 16:00:00,3,0,1,2,30.34,34.09,62,19.9995,2011,6,16
1385,2011-06-23 17:00:00,3,0,1,2,29.52,34.09,70,23.9994,2011,6,17
1386,2011-06-23 18:00:00,3,0,1,1,29.52,34.09,70,27.9993,2011,6,18
1387,2011-06-23 19:00:00,3,0,1,1,29.52,34.09,70,23.9994,2011,6,19
1388,2011-06-23 20:00:00,3,0,1,1,28.7,33.335,74,15.0013,2011,6,20
1389,2011-06-23 21:00:00,3,0,1,1,28.7,33.335,74,12.998,2011,6,21
1390,2011-06-23 22:00:00,3,0,1,2,28.7,33.335,74,15.0013,2011,6,22
1391,2011-06-23 23:00:00,3,0,1,1,28.7,33.335,74,19.0012,2011,6,23
1392,2011-06-24 00:00:00,3,0,1,1,27.88,31.82,79,12.998,2011,6,0
1393,2011-06-24 01:00:00,3,0,1,1,27.06,30.305,83,22.0028,2011,6,1
1394,2011-06-24 02:00:00,3,0,1,1,27.06,30.305,83,22.0028,2011,6,2
1395,2011-06-24 03:00:00,3,0,1,1,27.06,30.305,83,11.0014,2011,6,3
1396,2011-06-24 04:00:00,3,0,1,1,27.06,30.305,83,6.0032,2011,6,4
1397,2011-06-24 05:00:00,3,0,1,1,26.24,28.79,89,6.0032,2011,6,5
1398,2011-06-24 06:00:00,3,0,1,1,27.06,30.305,83,8.9981,2011,6,6
1399,2011-06-24 07:00:00,3,0,1,2,27.06,30.305,83,15.0013,2011,6,7
1400,2011-06-24 08:00:00,3,0,1,1,28.7,33.335,74,15.0013,2011,6,8
1401,2011-06-24 09:00:00,3,0,1,1,30.34,34.09,62,8.9981,2011,6,9
1402,2011-06-24 10:00:00,3,0,1,1,32.8,36.365,43,19.0012,2011,6,10
1403,2011-06-24 11:00:00,3,0,1,1,32.8,35.605,38,22.0028,2011,6,11
1404,2011-06-24 12:00:00,3,0,1,1,32.8,35.605,41,19.0012,2011,6,12
1405,2011-06-24 13:00:00,3,0,1,1,32.8,35.605,36,15.0013,2011,6,13
1406,2011-06-24 14:00:00,3,0,1,1,31.98,34.85,43,19.0012,2011,6,14
1407,2011-06-24 15:00:00,3,0,1,1,33.62,36.365,34,26.0027,2011,6,15
1408,2011-06-24 16:00:00,3,0,1,1,32.8,34.85,33,27.9993,2011,6,16
1409,2011-06-24 17:00:00,3,0,1,1,31.16,33.335,37,16.9979,2011,6,17
1410,2011-06-24 18:00:00,3,0,1,1,31.16,33.335,37,19.9995,2011,6,18
1411,2011-06-24 19:00:00,3,0,1,1,30.34,32.575,40,15.0013,2011,6,19
1412,2011-06-24 20:00:00,3,0,1,1,29.52,32.575,45,11.0014,2011,6,20
1413,2011-06-24 21:00:00,3,0,1,1,28.7,32.575,48,8.9981,2011,6,21
1414,2011-06-24 22:00:00,3,0,1,1,28.7,32.575,48,0.0,2011,6,22
1415,2011-06-24 23:00:00,3,0,1,1,27.88,31.82,51,8.9981,2011,6,23
1416,2011-06-25 00:00:00,3,0,0,1,27.88,31.82,47,11.0014,2011,6,0
1417,2011-06-25 01:00:00,3,0,0,1,27.06,31.06,50,11.0014,2011,6,1
1418,2011-06-25 02:00:00,3,0,0,2,27.06,31.06,50,12.998,2011,6,2
1419,2011-06-25 03:00:00,3,0,0,1,26.24,31.06,57,12.998,2011,6,3
1420,2011-06-25 04:00:00,3,0,0,1,26.24,31.06,57,12.998,2011,6,4
1421,2011-06-25 05:00:00,3,0,0,1,25.42,30.305,61,8.9981,2011,6,5
1422,2011-06-25 06:00:00,3,0,0,1,26.24,31.06,57,15.0013,2011,6,6
1423,2011-06-25 07:00:00,3,0,0,1,26.24,31.06,57,19.0012,2011,6,7
1424,2011-06-25 08:00:00,3,0,0,1,28.7,32.575,48,16.9979,2011,6,8
1425,2011-06-25 09:00:00,3,0,0,1,29.52,32.575,45,16.9979,2011,6,9
1426,2011-06-25 10:00:00,3,0,0,1,29.52,32.575,45,12.998,2011,6,10
1427,2011-06-25 11:00:00,3,0,0,1,30.34,33.335,42,0.0,2011,6,11
1428,2011-06-25 12:00:00,3,0,0,1,30.34,32.575,40,19.0012,2011,6,12
1429,2011-06-25 13:00:00,3,0,0,1,30.34,32.575,40,19.0012,2011,6,13
1430,2011-06-25 14:00:00,3,0,0,1,30.34,33.335,45,19.9995,2011,6,14
1431,2011-06-25 15:00:00,3,0,0,1,30.34,33.335,45,0.0,2011,6,15
1432,2011-06-25 16:00:00,3,0,0,1,31.16,34.09,43,19.9995,2011,6,16
1433,2011-06-25 17:00:00,3,0,0,1,30.34,33.335,42,15.0013,2011,6,17
1434,2011-06-25 18:00:00,3,0,0,1,29.52,32.575,45,16.9979,2011,6,18
1435,2011-06-25 19:00:00,3,0,0,1,29.52,33.335,48,19.0012,2011,6,19
1436,2011-06-25 20:00:00,3,0,0,1,28.7,32.575,48,12.998,2011,6,20
1437,2011-06-25 21:00:00,3,0,0,1,27.88,31.82,51,11.0014,2011,6,21
1438,2011-06-25 22:00:00,3,0,0,1,27.88,31.82,47,12.998,2011,6,22
1439,2011-06-25 23:00:00,3,0,0,2,27.06,31.06,50,19.9995,2011,6,23
1440,2011-06-26 00:00:00,3,0,0,1,26.24,31.06,53,0.0,2011,6,0
1441,2011-06-26 01:00:00,3,0,0,1,26.24,31.06,53,7.0015,2011,6,1
1442,2011-06-26 02:00:00,3,0,0,1,25.42,31.06,57,7.0015,2011,6,2
1443,2011-06-26 03:00:00,3,0,0,1,24.6,30.305,64,7.0015,2011,6,3
1444,2011-06-26 04:00:00,3,0,0,1,24.6,30.305,64,6.0032,2011,6,4
1445,2011-06-26 05:00:00,3,0,0,1,24.6,30.305,64,0.0,2011,6,5
1446,2011-06-26 06:00:00,3,0,0,1,24.6,30.305,64,0.0,2011,6,6
1447,2011-06-26 07:00:00,3,0,0,1,25.42,30.305,61,0.0,2011,6,7
1448,2011-06-26 08:00:00,3,0,0,1,26.24,31.06,61,12.998,2011,6,8
1449,2011-06-26 09:00:00,3,0,0,1,27.06,31.06,54,6.0032,2011,6,9
1450,2011-06-26 10:00:00,3,0,0,1,29.52,33.335,48,7.0015,2011,6,10
1451,2011-06-26 11:00:00,3,0,0,1,29.52,32.575,45,8.9981,2011,6,11
1452,2011-06-26 12:00:00,3,0,0,1,30.34,32.575,40,11.0014,2011,6,12
1453,2011-06-26 13:00:00,3,0,0,1,30.34,32.575,40,0.0,2011,6,13
1454,2011-06-26 14:00:00,3,0,0,1,30.34,32.575,40,8.9981,2011,6,14
1455,2011-06-26 15:00:00,3,0,0,1,30.34,32.575,40,0.0,2011,6,15
1456,2011-06-26 16:00:00,3,0,0,1,30.34,33.335,42,12.998,2011,6,16
1457,2011-06-26 17:00:00,3,0,0,2,29.52,32.575,42,11.0014,2011,6,17
1458,2011-06-26 18:00:00,3,0,0,2,29.52,32.575,45,16.9979,2011,6,18
1459,2011-06-26 19:00:00,3,0,0,2,29.52,33.335,48,8.9981,2011,6,19
1460,2011-06-26 20:00:00,3,0,0,2,28.7,32.575,48,7.0015,2011,6,20
1461,2011-06-26 21:00:00,3,0,0,2,28.7,32.575,54,7.0015,2011,6,21
1462,2011-06-26 22:00:00,3,0,0,1,28.7,32.575,51,0.0,2011,6,22
1463,2011-06-26 23:00:00,3,0,0,1,28.7,32.575,54,6.0032,2011,6,23
1464,2011-06-27 00:00:00,3,0,1,3,26.24,30.305,73,19.0012,2011,6,0
1465,2011-06-27 01:00:00,3,0,1,2,25.42,29.545,78,8.9981,2011,6,1
1466,2011-06-27 02:00:00,3,0,1,3,25.42,29.545,78,8.9981,2011,6,2
1467,2011-06-27 03:00:00,3,0,1,3,25.42,29.545,78,8.9981,2011,6,3
1468,2011-06-27 04:00:00,3,0,1,2,24.6,28.03,83,11.0014,2011,6,4
1469,2011-06-27 05:00:00,3,0,1,2,25.42,28.79,83,11.0014,2011,6,5
1470,2011-06-27 06:00:00,3,0,1,2,25.42,29.545,78,11.0014,2011,6,6
1471,2011-06-27 07:00:00,3,0,1,2,26.24,30.305,73,15.0013,2011,6,7
1472,2011-06-27 08:00:00,3,0,1,1,27.06,31.06,74,12.998,2011,6,8
1473,2011-06-27 09:00:00,3,0,1,2,29.52,33.335,54,0.0,2011,6,9
1474,2011-06-27 10:00:00,3,0,1,2,29.52,33.335,54,8.9981,2011,6,10
1475,2011-06-27 11:00:00,3,0,1,2,28.7,32.575,58,0.0,2011,6,11
1476,2011-06-27 12:00:00,3,0,1,2,29.52,33.335,54,0.0,2011,6,12
1477,2011-06-27 13:00:00,3,0,1,2,29.52,33.335,58,15.0013,2011,6,13
1478,2011-06-27 14:00:00,3,0,1,2,29.52,33.335,58,6.0032,2011,6,14
1479,2011-06-27 15:00:00,3,0,1,2,30.34,34.09,55,0.0,2011,6,15
1480,2011-06-27 16:00:00,3,0,1,1,30.34,34.09,55,7.0015,2011,6,16
1481,2011-06-27 17:00:00,3,0,1,1,30.34,34.09,55,8.9981,2011,6,17
1482,2011-06-27 18:00:00,3,0,1,1,30.34,33.335,51,0.0,2011,6,18
1483,2011-06-27 19:00:00,3,0,1,1,29.52,34.09,62,12.998,2011,6,19
1484,2011-06-27 20:00:00,3,0,1,1,28.7,32.575,65,7.0015,2011,6,20
1485,2011-06-27 21:00:00,3,0,1,1,28.7,32.575,65,0.0,2011,6,21
1486,2011-06-27 22:00:00,3,0,1,1,27.88,31.82,69,0.0,2011,6,22
1487,2011-06-27 23:00:00,3,0,1,1,27.88,31.82,69,0.0,2011,6,23
1488,2011-06-28 00:00:00,3,0,1,2,27.06,30.305,78,8.9981,2011,6,0
1489,2011-06-28 01:00:00,3,0,1,1,27.06,31.06,74,0.0,2011,6,1
1490,2011-06-28 02:00:00,3,0,1,2,27.06,31.06,74,0.0,2011,6,2
1491,2011-06-28 03:00:00,3,0,1,2,27.06,31.06,74,0.0,2011,6,3
1492,2011-06-28 04:00:00,3,0,1,1,27.06,31.06,74,0.0,2011,6,4
1493,2011-06-28 05:00:00,3,0,1,1,27.06,30.305,78,0.0,2011,6,5
1494,2011-06-28 06:00:00,3,0,1,1,27.06,30.305,83,11.0014,2011,6,6
1495,2011-06-28 07:00:00,3,0,1,1,27.88,31.82,83,12.998,2011,6,7
1496,2011-06-28 08:00:00,3,0,1,1,28.7,33.335,79,11.0014,2011,6,8
1497,2011-06-28 09:00:00,3,0,1,1,30.34,34.85,70,0.0,2011,6,9
1498,2011-06-28 10:00:00,3,0,1,1,32.8,37.12,49,11.0014,2011,6,10
1499,2011-06-28 11:00:00,3,0,1,1,33.62,37.88,46,0.0,2011,6,11
1500,2011-06-28 12:00:00,3,0,1,1,34.44,38.635,47,15.0013,2011,6,12
1501,2011-06-28 13:00:00,3,0,1,1,34.44,37.88,44,0.0,2011,6,13
1502,2011-06-28 14:00:00,3,0,1,1,35.26,39.395,44,15.0013,2011,6,14
1503,2011-06-28 15:00:00,3,0,1,1,35.26,39.395,41,0.0,2011,6,15
1504,2011-06-28 16:00:00,3,0,1,1,35.26,40.15,47,19.0012,2011,6,16
1505,2011-06-28 17:00:00,3,0,1,3,33.62,39.395,56,19.0012,2011,6,17
1506,2011-06-28 18:00:00,3,0,1,3,32.8,37.88,55,19.9995,2011,6,18
1507,2011-06-28 19:00:00,3,0,1,2,30.34,34.09,58,31.0009,2011,6,19
1508,2011-06-28 20:00:00,3,0,1,1,30.34,34.09,62,0.0,2011,6,20
1509,2011-06-28 21:00:00,3,0,1,1,30.34,34.85,66,19.0012,2011,6,21
1510,2011-06-28 22:00:00,3,0,1,1,28.7,32.575,70,19.9995,2011,6,22
1511,2011-06-28 23:00:00,3,0,1,1,28.7,32.575,70,19.0012,2011,6,23
1512,2011-06-29 00:00:00,3,0,1,2,27.88,31.82,79,19.0012,2011,6,0
1513,2011-06-29 01:00:00,3,0,1,1,27.88,31.82,79,19.9995,2011,6,1
1514,2011-06-29 02:00:00,3,0,1,1,27.06,30.305,83,15.0013,2011,6,2
1515,2011-06-29 03:00:00,3,0,1,2,27.06,30.305,83,7.0015,2011,6,3
1516,2011-06-29 04:00:00,3,0,1,1,27.06,30.305,83,7.0015,2011,6,4
1517,2011-06-29 05:00:00,3,0,1,1,26.24,28.79,83,12.998,2011,6,5
1518,2011-06-29 06:00:00,3,0,1,1,27.06,31.06,69,19.9995,2011,6,6
1519,2011-06-29 07:00:00,3,0,1,1,28.7,32.575,54,15.0013,2011,6,7
1520,2011-06-29 08:00:00,3,0,1,1,28.7,32.575,48,19.0012,2011,6,8
1521,2011-06-29 09:00:00,3,0,1,1,29.52,32.575,45,26.0027,2011,6,9
1522,2011-06-29 10:00:00,3,0,1,1,30.34,33.335,42,19.0012,2011,6,10
1523,2011-06-29 11:00:00,3,0,1,1,31.16,33.335,35,15.0013,2011,6,11
1524,2011-06-29 12:00:00,3,0,1,1,31.16,33.335,35,16.9979,2011,6,12
1525,2011-06-29 13:00:00,3,0,1,1,32.8,34.85,31,22.0028,2011,6,13
1526,2011-06-29 14:00:00,3,0,1,1,32.8,34.85,31,12.998,2011,6,14
1527,2011-06-29 15:00:00,3,0,1,1,33.62,35.605,30,11.0014,2011,6,15
1528,2011-06-29 16:00:00,3,0,1,1,33.62,35.605,30,27.9993,2011,6,16
1529,2011-06-29 17:00:00,3,0,1,1,33.62,35.605,26,27.9993,2011,6,17
1530,2011-06-29 18:00:00,3,0,1,1,32.8,34.85,29,19.9995,2011,6,18
1531,2011-06-29 19:00:00,3,0,1,1,31.16,33.335,35,26.0027,2011,6,19
1532,2011-06-29 20:00:00,3,0,1,1,30.34,32.575,37,19.9995,2011,6,20
1533,2011-06-29 21:00:00,3,0,1,1,29.52,32.575,39,15.0013,2011,6,21
1534,2011-06-29 22:00:00,3,0,1,1,28.7,31.82,42,12.998,2011,6,22
1535,2011-06-29 23:00:00,3,0,1,1,27.88,31.82,47,12.998,2011,6,23
1536,2011-06-30 00:00:00,3,0,1,1,27.06,31.06,50,11.0014,2011,6,0
1537,2011-06-30 01:00:00,3,0,1,1,26.24,31.06,53,8.9981,2011,6,1
1538,2011-06-30 02:00:00,3,0,1,1,25.42,31.06,57,8.9981,2011,6,2
1539,2011-06-30 03:00:00,3,0,1,1,24.6,30.305,60,11.0014,2011,6,3
1540,2011-06-30 04:00:00,3,0,1,1,23.78,27.275,64,8.9981,2011,6,4
1541,2011-06-30 05:00:00,3,0,1,1,23.78,27.275,64,16.9979,2011,6,5
1542,2011-06-30 06:00:00,3,0,1,1,24.6,30.305,64,16.9979,2011,6,6
1543,2011-06-30 07:00:00,3,0,1,1,25.42,30.305,61,15.0013,2011,6,7
1544,2011-06-30 08:00:00,3,0,1,1,27.88,31.82,47,15.0013,2011,6,8
1545,2011-06-30 09:00:00,3,0,1,1,28.7,31.82,42,15.0013,2011,6,9
1546,2011-06-30 10:00:00,3,0,1,1,29.52,32.575,42,12.998,2011,6,10
1547,2011-06-30 11:00:00,3,0,1,1,30.34,32.575,37,8.9981,2011,6,11
1548,2011-06-30 12:00:00,3,0,1,1,31.16,33.335,35,11.0014,2011,6,12
1549,2011-06-30 13:00:00,3,0,1,1,31.16,33.335,33,12.998,2011,6,13
1550,2011-06-30 14:00:00,3,0,1,1,31.98,34.09,31,12.998,2011,6,14
1551,2011-06-30 15:00:00,3,0,1,1,31.98,33.335,25,16.9979,2011,6,15
1552,2011-06-30 16:00:00,3,0,1,1,32.8,34.85,26,8.9981,2011,6,16
1553,2011-06-30 17:00:00,3,0,1,1,31.98,34.09,27,23.9994,2011,6,17
1554,2011-06-30 18:00:00,3,0,1,1,31.16,33.335,29,16.9979,2011,6,18
1555,2011-06-30 19:00:00,3,0,1,1,30.34,32.575,33,12.998,2011,6,19
1556,2011-06-30 20:00:00,3,0,1,1,30.34,32.575,33,12.998,2011,6,20
1557,2011-06-30 21:00:00,3,0,1,1,29.52,32.575,37,7.0015,2011,6,21
1558,2011-06-30 22:00:00,3,0,1,1,28.7,31.82,42,11.0014,2011,6,22
1559,2011-06-30 23:00:00,3,0,1,1,27.06,31.06,50,0.0,2011,6,23
1560,2011-07-20 00:00:00,3,0,1,1,28.7,33.335,84,7.0015,2011,7,0
1561,2011-07-20 01:00:00,3,0,1,1,28.7,33.335,84,0.0,2011,7,1
1562,2011-07-20 02:00:00,3,0,1,1,28.7,33.335,84,0.0,2011,7,2
1563,2011-07-20 03:00:00,3,0,1,1,28.7,33.335,84,7.0015,2011,7,3
1564,2011-07-20 04:00:00,3,0,1,1,27.88,31.82,83,0.0,2011,7,4
1565,2011-07-20 05:00:00,3,0,1,1,27.88,31.82,83,7.0015,2011,7,5
1566,2011-07-20 06:00:00,3,0,1,2,27.88,31.82,89,7.0015,2011,7,6
1567,2011-07-20 07:00:00,3,0,1,2,28.7,33.335,84,7.0015,2011,7,7
1568,2011-07-20 08:00:00,3,0,1,1,30.34,35.605,74,0.0,2011,7,8
1569,2011-07-20 09:00:00,3,0,1,1,30.34,34.85,70,6.0032,2011,7,9
1570,2011-07-20 10:00:00,3,0,1,1,31.16,36.365,70,0.0,2011,7,10
1571,2011-07-20 11:00:00,3,0,1,1,32.8,39.395,63,6.0032,2011,7,11
1572,2011-07-20 12:00:00,3,0,1,1,33.62,40.15,59,0.0,2011,7,12
1573,2011-07-20 13:00:00,3,0,1,1,34.44,40.91,56,12.998,2011,7,13
1574,2011-07-20 14:00:00,3,0,1,1,35.26,41.665,53,15.0013,2011,7,14
1575,2011-07-20 15:00:00,3,0,1,1,35.26,40.91,50,11.0014,2011,7,15
1576,2011-07-20 16:00:00,3,0,1,1,34.44,40.91,56,0.0,2011,7,16
1577,2011-07-20 17:00:00,3,0,1,1,34.44,41.665,59,12.998,2011,7,17
1578,2011-07-20 18:00:00,3,0,1,1,34.44,41.665,59,15.0013,2011,7,18
1579,2011-07-20 19:00:00,3,0,1,1,33.62,42.425,67,11.0014,2011,7,19
1580,2011-07-20 20:00:00,3,0,1,1,32.8,41.665,75,15.0013,2011,7,20
1581,2011-07-20 21:00:00,3,0,1,1,32.8,40.15,66,11.0014,2011,7,21
1582,2011-07-20 22:00:00,3,0,1,1,31.98,38.635,70,15.0013,2011,7,22
1583,2011-07-20 23:00:00,3,0,1,1,31.16,37.12,75,16.9979,2011,7,23
1584,2011-07-21 00:00:00,3,0,1,2,31.16,37.12,75,12.998,2011,7,0
1585,2011-07-21 01:00:00,3,0,1,2,30.34,36.365,84,15.0013,2011,7,1
1586,2011-07-21 02:00:00,3,0,1,2,30.34,36.365,84,15.0013,2011,7,2
1587,2011-07-21 03:00:00,3,0,1,2,30.34,35.605,79,8.9981,2011,7,3
1588,2011-07-21 04:00:00,3,0,1,2,29.52,35.605,84,7.0015,2011,7,4
1589,2011-07-21 05:00:00,3,0,1,2,29.52,35.605,84,7.0015,2011,7,5
1590,2011-07-21 06:00:00,3,0,1,2,29.52,35.605,84,7.0015,2011,7,6
1591,2011-07-21 07:00:00,3,0,1,2,30.34,36.365,84,8.9981,2011,7,7
1592,2011-07-21 08:00:00,3,0,1,2,31.16,37.88,79,11.0014,2011,7,8
1593,2011-07-21 09:00:00,3,0,1,2,32.8,40.91,75,16.9979,2011,7,9
1594,2011-07-21 10:00:00,3,0,1,2,33.62,43.18,71,15.0013,2011,7,10
1595,2011-07-21 11:00:00,3,0,1,2,35.26,44.695,63,19.9995,2011,7,11
